cod_mun;nome_mun;uf_mun
1049;Caracol;PI
1050;Paulistânia;SP
1051;Castelo do Piauí;PI
1052;Águas Lindas de Goiás;GO
1053;Cocal;PI
1054;Pracinha;SP
1055;Conceição do Canindé;PI
1056;Pratânia;SP
1057;Corrente;PI
1058;Novo Gama;GO
1059;Cristalândia do Piauí;PI
1060;Quadra;SP
1061;Cristino Castro;PI
1062;Ribeirão dos Índios;SP
1063;Curimatá;PI
1064;Santa Cruz da Esperança;SP
1065;Demerval Lobão;PI
1066;Valparaíso de Goiás;GO
1067;Dom Expedito Lopes;PI
1068;Santa Salete;SP
1069;Elesbão Veloso;PI
1070;Taquaral;SP
1071;Eliseu Martins;PI
1072;Trabiju;SP
1073;Esperantina;PI
1074;Vitória Brasil;SP
1075;Flores do Piauí;PI
1076;Aguiarnópolis;TO
1077;Floriano;PI
1078;Barra do Ouro;TO
1079;Francinópolis;PI
1080;Chapada de Areia;TO
1081;Francisco Ayres;PI
1082;Chapada da Natividade;TO
1083;Francisco Santos;PI
1084;Crixás do Tocantins;TO
1085;Fronteiras;PI
1086;Ipueiras;TO
1087;Gilbués;PI
1088;Lavandeira;TO
1089;Guadalupe;PI
1090;Luzinópolis;TO
1091;Hugo Napoleão;PI
1092;Monte Santo do Tocantins;TO
1093;Inhuma;PI
1094;Palmeiras do Tocantins;TO
1095;Ipiranga do Piauí;PI
1096;Oliveira de Fátima;TO
1097;Isaías Coelho;PI
1099;Itainópolis;PI
1100;Porto Nacional;TO
1101;Itaueira;PI
1102;Pugmil;TO
1103;Jaicós;PI
1104;Santa Rita do Tocantins;TO
1105;Jerumenha;PI
1106;Santa Terezinha do Tocantins;TO
1107;Joaquim Pires;PI
1108;Tupirama;TO
1109;José de Freitas;PI
1110;Wanderlândia;TO
1111;Landri Sales;PI
1112;Jequiá da Praia;AL
1113;Luís Correia;PI
1114;Ipiranga de Goiás;GO
1115;Luzilândia;PI
1116;Conquista D'Oeste;MT
1117;Manoel Emídio;PI
1118;Colniza;MT
1119;Marcos Parente;PI
1120;Rondolândia;MT
1121;Matias Olímpio;PI
1122;Santa Rita do Trivelato;MT
1123;Miguel Alves;PI
1124;Nova Santa Helena;MT
1125;Miguel Leão;PI
1126;Santo Antônio do Leste;MT
1127;Monsenhor Gil;PI
1128;Nova Nazaré;MT
1129;Monsenhor Hipólito;PI
1130;Santa Cruz do Xingu;MT
1131;Monte Alegre do Piauí;PI
1132;Bom Jesus do Araguaia;MT
1133;Nazaré do Piauí;PI
1134;Pau D'Arco do Piauí;PI
1135;Nossa Senhora dos Remédios;PI
1136;Westfália;RS
1137;Novo Oriente do Piauí;PI
1138;Santa Margarida do Sul;RS
1139;Oeiras;PI
1140;Tio Hugo;RS
1141;Domingos Mourão;PI
1142;Aroeiras do Itaim;PI
1143;Padre Marcos;PI
1144;Ipiranga do Norte;MT
1145;Paes Landim;PI
1146;Itanhangá;MT
1147;Palmeira do Piauí;PI
1149;Palmeirais;PI
1151;Parnaguá;PI
1153;Parnaíba;PI
1155;Paulistana;PI
1157;Pedro II;PI
1159;Picos;PI
1161;Pimenteiras;PI
1163;Pio IX;PI
1165;Piracuruca;PI
1167;Piripiri;PI
1169;Porto;PI
1171;Prata do Piauí;PI
1173;Redenção do Gurguéia;PI
1175;Regeneração;PI
1177;Ribeiro Gonçalves;PI
1179;Rio Grande do Piauí;PI
1181;Santa Cruz do Piauí;PI
1183;Santa Filomena;PI
1185;Santa Luz;PI
1187;Santo Antônio de Lisboa;PI
1189;Santo Inácio do Piauí;PI
1191;São Félix do Piauí;PI
1193;São Francisco do Piauí;PI
1195;São Gonçalo do Piauí;PI
1197;São João da Serra;PI
1199;São João do Piauí;PI
1201;São José do Peixe;PI
1203;São José do Piauí;PI
1205;São Julião;PI
1207;São Miguel do Tapuio;PI
1209;São Pedro do Piauí;PI
1211;São Raimundo Nonato;PI
1213;Simões;PI
1215;Simplício Mendes;PI
1217;Socorro do Piauí;PI
1219;Teresina;PI
1221;União;PI
1223;Uruçuí;PI
1225;Valença do Piauí;PI
1227;Várzea Grande;PI
1229;Dirceu Arcoverde;PI
1231;Acarape;CE
1233;Banabuiú;CE
1235;Barreira;CE
1237;Barroquinha;CE
1239;Chorozinho;CE
1241;Croatá;CE
1243;Deputado Irapuan Pinheiro;CE
1245;Ererê;CE
1247;Eusébio;CE
1249;Graça;CE
1251;Guaiúba;CE
1253;Horizonte;CE
1255;Ibaretama;CE
1257;Ibicuitinga;CE
1259;Ipaporanga;CE
1261;Madalena;CE
1263;Miraíma;CE
1265;Ocara;CE
1267;Pindoretama;CE
1269;Pires Ferreira;CE
1271;Potiretama;CE
1273;Salitre;CE
1275;Tarrafas;CE
1277;Tejuçuoca;CE
1279;Tururu;CE
1281;Arame;MA
1283;Miranda do Norte;MA
1285;Santa Luzia do Paruá;MA
1287;Zé Doca;MA
1289;Dom Inocêncio;PI
1291;São João da Canabrava;PI
1293;Passagem Franca do Piauí;PI
1295;Santa Cruz dos Milagres;PI
1297;Buriti dos Montes;PI
1299;Cabeceiras do Piauí;PI
1301;Abaiara;CE
1303;Acaraú;CE
1305;Acopiara;CE
1307;Aiuaba;CE
1309;Alcântaras;CE
1311;Altaneira;CE
1313;Alto Santo;CE
1315;Antonina do Norte;CE
1317;Apuiarés;CE
1319;Aquiraz;CE
1321;Aracati;CE
1323;Aracoiaba;CE
1325;Araripe;CE
1327;Aratuba;CE
1329;Arneiroz;CE
1331;Assaré;CE
1333;Aurora;CE
1335;Baixio;CE
1337;Barbalha;CE
1339;Barro;CE
1341;Baturité;CE
1343;Beberibe;CE
1345;Bela Cruz;CE
1347;Boa Viagem;CE
1349;Brejo Santo;CE
1351;Camocim;CE
1353;Campos Sales;CE
1355;Canindé;CE
1357;Capistrano;CE
1359;Caridade;CE
1361;Cariré;CE
1363;Caririaçu;CE
1365;Cariús;CE
1367;Carnaubal;CE
1369;Cascavel;CE
1371;Catarina;CE
1373;Caucaia;CE
1375;Cedro;CE
1377;Chaval;CE
1379;Sigefredo Pacheco;PI
1381;Coreaú;CE
1383;Crateús;CE
1385;Crato;CE
1387;Farias Brito;CE
1389;Fortaleza;CE
1391;Frecheirinha;CE
1393;General Sampaio;CE
1395;Granja;CE
1397;Granjeiro;CE
1399;Groairas;CE
1401;Guaraciaba do Norte;CE
1403;Guaramiranga;CE
1405;Hidrolândia;CE
1407;Ibiapina;CE
1409;Icó;CE
1411;Iguatu;CE
1413;Independência;CE
1415;Ipaumirim;CE
1417;Ipu;CE
1419;Ipueiras;CE
1421;Iracema;CE
1423;Irauçuba;CE
1425;Itaiçaba;CE
1427;Itapajé;CE
1429;Itapipoca;CE
1431;Itapiúna;CE
1433;Itatira;CE
1435;Jaguaretama;CE
1437;Jaguaribara;CE
1439;Jaguaribe;CE
1441;Jaguaruana;CE
1443;Jardim;CE
1445;Jati;CE
1447;Juazeiro do Norte;CE
1449;Jucás;CE
1451;Lavras da Mangabeira;CE
1453;Limoeiro do Norte;CE
1455;Maranguape;CE
1457;Marco;CE
1459;Martinópole;CE
1461;Massapê;CE
1463;Mauriti;CE
1465;Meruoca;CE
1467;Milagres;CE
1469;Missão Velha;CE
1471;Mombaça;CE
1473;Monsenhor Tabosa;CE
1475;Morada Nova;CE
1477;Moraújo;CE
1479;Morrinhos;CE
1481;Mucambo;CE
1483;Mulungu;CE
1485;Nova Olinda;CE
1487;Nova Russas;CE
1489;Novo Oriente;CE
1491;Orós;CE
1493;Pacajus;CE
1495;Pacatuba;CE
1497;Pacoti;CE
1499;Pacujá;CE
1501;Palhano;CE
1503;Palmácia;CE
1505;Paracuru;CE
1507;Parambu;CE
1509;Paramoti;CE
1511;Pedra Branca;CE
1513;Penaforte;CE
1515;Pentecoste;CE
1517;Pereiro;CE
1519;Piquet Carneiro;CE
1521;Poranga;CE
1523;Porteiras;CE
1525;Potengi;CE
1527;Quixadá;CE
1529;Quixeramobim;CE
1531;Quixeré;CE
1533;Redenção;CE
1535;Reriutaba;CE
1537;Russas;CE
1539;Saboeiro;CE
1541;Santana do Acaraú;CE
1543;Santana do Cariri;CE
1545;Santa Quitéria;CE
1547;São Benedito;CE
1549;São Gonçalo do Amarante;CE
1551;São João do Jaguaribe;CE
1553;São Luís do Curu;CE
1555;Senador Pompeu;CE
1557;Senador Sá;CE
1559;Sobral;CE
1561;Solonópole;CE
1563;Tabuleiro do Norte;CE
1565;Tamboril;CE
1567;Tauá;CE
1569;Tianguá;CE
1571;Trairi;CE
1573;Ubajara;CE
1575;Umari;CE
1577;Uruburetama;CE
1579;Uruoca;CE
1581;Várzea Alegre;CE
1583;Viçosa do Ceará;CE
1585;Maracanaú;CE
1587;Amontada;CE
1589;Cruz;CE
1591;Forquilha;CE
1593;Icapuí;CE
1595;Itarema;CE
1597;Milhã;CE
1599;Paraipaba;CE
1601;Acari;RN
1603;Açu;RN
1605;Afonso Bezerra;RN
1607;Água Nova;RN
1609;Alexandria;RN
1611;Almino Afonso;RN
1613;Alto do Rodrigues;RN
1615;Angicos;RN
1617;Antônio Martins;RN
1619;Apodi;RN
1621;Areia Branca;RN
1623;Arez;RN
1625;Campo Grande;RN
1627;Baía Formosa;RN
1629;Barcelona;RN
1631;Bento Fernandes;RN
1633;Bom Jesus;RN
1635;Brejinho;RN
1637;Caiçara do Rio do Vento;RN
1639;Caicó;RN
1641;Campo Redondo;RN
1643;Canguaretama;RN
1645;Caraúbas;RN
1647;Carnaúba dos Dantas;RN
1649;Carnaubais;RN
1651;Ceará-Mirim;RN
1653;Cerro Corá;RN
1655;Coronel Ezequiel;RN
1657;Coronel João Pessoa;RN
1659;Cruzeta;RN
1661;Currais Novos;RN
1663;Doutor Severiano;RN
1665;Encanto;RN
1667;Equador;RN
1669;Espírito Santo;RN
1671;Extremoz;RN
1673;Felipe Guerra;RN
1675;Florânia;RN
1677;Francisco Dantas;RN
1679;Galinhos;RN
1681;Goianinha;RN
1683;Governador Dix-Sept Rosado;RN
1685;Grossos;RN
1687;Guamaré;RN
1689;Ielmo Marinho;RN
1691;Ipanguaçu;RN
1693;Ipueira;RN
1695;Itaú;RN
1697;Jaçanã;RN
1699;Jandaíra;RN
1701;Janduís;RN
1703;Boa Saúde;RN
1705;Japi;RN
1707;Jardim de Angicos;RN
1709;Jardim de Piranhas;RN
1711;Jardim do Seridó;RN
1713;João Câmara;RN
1715;João Dias;RN
1717;José da Penha;RN
1719;Jucurutu;RN
1721;Messias Targino;RN
1723;Lagoa D'Anta;RN
1725;Lagoa de Pedras;RN
1727;Lagoa de Velhos;RN
1729;Lagoa Nova;RN
1731;Lagoa Salgada;RN
1733;Lajes;RN
1735;Lajes Pintadas;RN
1737;Lucrécia;RN
1739;Luís Gomes;RN
1741;Macaíba;RN
1743;Macau;RN
1745;Marcelino Vieira;RN
1747;Martins;RN
1749;Maxaranguape;RN
1751;Frutuoso Gomes;RN
1753;Montanhas;RN
1755;Monte Alegre;RN
1757;Monte das Gameleiras;RN
1759;Mossoró;RN
1761;Natal;RN
1763;Nísia Floresta;RN
1765;Nova Cruz;RN
1767;Olho-D'Água do Borges;RN
1769;Ouro Branco;RN
1771;Paraná;RN
1773;Paraú;RN
1775;Parazinho;RN
1777;Parelhas;RN
1778;Parnamirim;RN
1779;Parnamirim;RN
1781;Passa e Fica;RN
1783;Passagem;RN
1785;Patu;RN
1787;Pau dos Ferros;RN
1789;Pedra Grande;RN
1791;Pedra Preta;RN
1793;Pedro Avelino;RN
1795;Pedro Velho;RN
1797;Pendências;RN
1799;Pilões;RN
1801;Poço Branco;RN
1803;Portalegre;RN
1805;Serra Caiada;RN
1807;Pureza;RN
1809;Rafael Fernandes;RN
1811;Riacho da Cruz;RN
1813;Riacho de Santana;RN
1815;Riachuelo;RN
1817;Rodolfo Fernandes;RN
1819;Ruy Barbosa;RN
1820;Santana do Matos;RN
1821;São Francisco do Oeste;RN
1823;Santa Cruz;RN
1825;Santana do Seridó;RN
1827;Santana do Matos;RN
1829;Santo Antônio;RN
1831;São Bento do Norte;RN
1833;São Bento do Trairi;RN
1835;São Fernando;RN
1837;São Gonçalo do Amarante;RN
1839;São João do Sabugi;RN
1841;São José de Mipibu;RN
1843;São José do Campestre;RN
1845;São José do Seridó;RN
1847;São Miguel;RN
1849;São Paulo do Potengi;RN
1851;São Pedro;RN
1853;São Rafael;RN
1855;São Tomé;RN
1857;São Vicente;RN
1859;Senador Elói de Souza;RN
1861;Senador Georgino Avelino;RN
1863;Serra de São Bento;RN
1865;Serra Negra do Norte;RN
1867;Serrinha;RN
1869;Severiano Melo;RN
1871;Sítio Novo;RN
1873;Taboleiro Grande;RN
1875;Taipu;RN
1877;Tangará;RN
1879;Tenente Ananias;RN
1881;Tibau do Sul;RN
1883;Timbaúba dos Batistas;RN
1885;Touros;RN
1887;Umarizal;RN
1889;Upanema;RN
1891;Várzea;RN
1893;Rafael Godeiro;RN
1895;Vera Cruz;RN
1897;Viçosa;RN
1899;Vila Flor;RN
1901;Água Branca;PB
1903;Aguiar;PB
1905;Alagoa Grande;PB
1907;Alagoa Nova;PB
1909;Alagoinha;PB
1911;Alhandra;PB
1913;São João do Rio do Peixe;PB
1915;Araçagi;PB
1917;Arara;PB
1919;Araruna;PB
1921;Areia;PB
1923;Areial;PB
1925;Aroeiras;PB
1927;Serra do Mel;RN
1929;Baía da Traição;PB
1931;Bananeiras;PB
1933;Barra de Santa Rosa;PB
1935;Barra de São Miguel;PB
1937;Bayeux;PB
1939;Belém;PB
1941;Belém do Brejo do Cruz;PB
1943;Boa Ventura;PB
1945;Bom Jesus;PB
1947;Bom Sucesso;PB
1949;Bonito de Santa Fé;PB
1951;Boqueirão;PB
1953;Igaracy;PB
1955;Borborema;PB
1957;Brejo do Cruz;PB
1959;Brejo dos Santos;PB
1961;Caaporã;PB
1963;Cabaceiras;PB
1965;Cabedelo;PB
1967;Cachoeira dos Índios;PB
1969;Cacimba de Areia;PB
1971;Cacimba de Dentro;PB
1973;Caiçara;PB
1975;Cajazeiras;PB
1977;Caldas Brandão;PB
1979;Camalaú;PB
1981;Campina Grande;PB
1983;Carrapateira;PB
1985;Catingueira;PB
1987;Catolé do Rocha;PB
1989;Conceição;PB
1991;Condado;PB
1993;Conde;PB
1995;Congo;PB
1997;Coremas;PB
1999;Cruz do Espírito Santo;PB
2001;Cubati;PB
2003;Cuité;PB
2005;Cuitegi;PB
2007;Curral Velho;PB
2009;Desterro;PB
2011;Vista Serrana;PB
2013;Diamante;PB
2015;Dona Inês;PB
2017;Duas Estradas;PB
2019;Emas;PB
2021;Esperança;PB
2023;Fagundes;PB
2025;Frei Martinho;PB
2027;Guarabira;PB
2029;Gurinhém;PB
2031;Gurjão;PB
2033;Ibiara;PB
2035;Imaculada;PB
2037;Ingá;PB
2039;Itabaiana;PB
2041;Itaporanga;PB
2043;Itapororoca;PB
2045;Itatuba;PB
2047;Jacaraú;PB
2049;Jericó;PB
2051;João Pessoa;PB
2053;Juarez Távora;PB
2055;Juazeirinho;PB
2057;Junco do Seridó;PB
2059;Juripiranga;PB
2061;Juru;PB
2063;Lagoa;PB
2065;Lagoa de Dentro;PB
2067;Lagoa Seca;PB
2069;Lastro;PB
2071;Livramento;PB
2073;Lucena;PB
2075;Mãe D'Água;PB
2077;Malta;PB
2079;Mamanguape;PB
2081;Manaíra;PB
2083;Mari;PB
2085;Massaranduba;PB
2087;Mataraca;PB
2089;Mogeiro;PB
2091;Montadas;PB
2093;Monte Horebe;PB
2095;Monteiro;PB
2097;Mulungu;PB
2099;Natuba;PB
2101;Nazarezinho;PB
2103;Nova Floresta;PB
2105;Nova Olinda;PB
2107;Nova Palmeira;PB
2109;Olho D'Água;PB
2111;Olivedos;PB
2113;Ouro Velho;PB
2115;Passagem;PB
2117;Patos;PB
2119;Paulista;PB
2121;Pedra Branca;PB
2123;Pedra Lavrada;PB
2125;Pedras de Fogo;PB
2127;Piancó;PB
2129;Picuí;PB
2131;Pilar;PB
2133;Pilões;PB
2135;Pilõezinhos;PB
2137;Pirpirituba;PB
2139;Pitimbu;PB
2141;Pocinhos;PB
2143;Pombal;PB
2145;Prata;PB
2147;Princesa Isabel;PB
2149;Puxinanã;PB
2151;Queimadas;PB
2153;Quixabá;PB
2155;Remígio;PB
2157;Riacho dos Cavalos;PB
2159;Rio Tinto;PB
2161;Salgadinho;PB
2163;Salgado de São Félix;PB
2165;Santa Cruz;PB
2167;Santa Helena;PB
2169;Santa Luzia;PB
2171;Santana de Mangueira;PB
2173;Santana dos Garrotes;PB
2175;Santa Rita;PB
2177;Santa Teresinha;PB
2179;São Bento;PB
2181;São João do Cariri;PB
2183;São João do Tigre;PB
2185;São José da Lagoa Tapada;PB
2187;São José de Caiana;PB
2189;São José de Espinharas;PB
2191;São José de Piranhas;PB
2193;São José do Bonfim;PB
2195;São José do Sabugi;PB
2197;São José dos Cordeiros;PB
2199;São Mamede;PB
2201;São Miguel de Taipu;PB
2203;São Sebastião de Lagoa de Roça;PB
2205;São Sebastião do Umbuzeiro;PB
2207;Sapé;PB
2209;São Vicente do Seridó;PB
2211;Serra Branca;PB
2213;Serra da Raiz;PB
2215;Serra Grande;PB
2217;Serra Redonda;PB
2219;Serraria;PB
2221;Solânea;PB
2223;Soledade;PB
2225;Sousa;PB
2227;Sumé;PB
2229;Campo de Santana;PB
2231;Taperoá;PB
2233;Tavares;PB
2235;Teixeira;PB
2237;Triunfo;PB
2239;Uiraúna;PB
2241;Umbuzeiro;PB
2243;Várzea;PB
2245;Baixa Grande do Ribeiro;PI
2247;Canavieira;PI
2249;Colônia do Gurguéia;PI
2251;Bonfim do Piauí;PI
2253;Colônia do Piauí;PI
2255;Coronel José Dias;PI
2257;Fartura do Piauí;PI
2259;Lagoa do Barro do Piauí;PI
2261;Santa Rosa do Piauí;PI
2263;São Braz do Piauí;PI
2265;São Lourenço do Piauí;PI
2267;Várzea Branca;PI
2269;Alegrete do Piauí;PI
2271;Caldeirão Grande do Piauí;PI
2273;Jacobina do Piauí;PI
2275;Marcolândia;PI
2277;Patos do Piauí;PI
2279;Queimada Nova;PI
2281;Santana do Piauí;PI
2283;Brasileira;PI
2285;São José do Divino;PI
2287;Bom Princípio do Piauí;PI
2289;Lagoa do Carro;PE
2291;Vertente do Lério;PE
2293;Xexéu;PE
2295;Jucati;PE
2297;Santa Cruz;PE
2299;Dormentes;PE
2301;Afogados da Ingazeira;PE
2303;Afrânio;PE
2305;Agrestina;PE
2307;Água Preta;PE
2309;Águas Belas;PE
2311;Alagoinha;PE
2313;Aliança;PE
2315;Altinho;PE
2317;Amaraji;PE
2319;Angelim;PE
2321;Araripina;PE
2323;Arcoverde;PE
2325;Barra de Guabiraba;PE
2327;Barreiros;PE
2329;Belém de Maria;PE
2331;Belém de São Francisco;PE
2333;Belo Jardim;PE
2335;Betânia;PE
2337;Bezerros;PE
2339;Bodocó;PE
2341;Bom Conselho;PE
2343;Bom Jardim;PE
2345;Bonito;PE
2347;Brejão;PE
2349;Brejinho;PE
2351;Brejo da Madre de Deus;PE
2353;Buenos Aires;PE
2355;Buíque;PE
2357;Cabo de Santo Agostinho;PE
2359;Cabrobó;PE
2361;Cachoeirinha;PE
2363;Caetés;PE
2365;Calçado;PE
2367;Calumbi;PE
2369;Camocim de São Félix;PE
2371;Camutanga;PE
2373;Canhotinho;PE
2375;Capoeiras;PE
2377;Carnaíba;PE
2379;Carpina;PE
2381;Caruaru;PE
2383;Catende;PE
2385;Cedro;PE
2387;Chã de Alegria;PE
2389;Chã Grande;PE
2391;Condado;PE
2393;Correntes;PE
2395;Cortês;PE
2397;Cumaru;PE
2399;Cupira;PE
2401;Custódia;PE
2403;Escada;PE
2405;Exu;PE
2407;Feira Nova;PE
2409;Ferreiros;PE
2411;Flores;PE
2413;Floresta;PE
2415;Frei Miguelinho;PE
2417;Gameleira;PE
2419;Garanhuns;PE
2421;Glória do Goitá;PE
2423;Goiana;PE
2425;Granito;PE
2427;Gravatá;PE
2429;Iati;PE
2431;Ibimirim;PE
2433;Ibirajuba;PE
2435;Igarassu;PE
2437;Iguaraci;PE
2439;Inajá;PE
2441;Ingazeira;PE
2443;Ipojuca;PE
2445;Ipubi;PE
2447;Itacuruba;PE
2449;Itaíba;PE
2451;Ilha de Itamaracá;PE
2453;Itapetim;PE
2455;Itaquitinga;PE
2457;Jaboatão dos Guararapes;PE
2459;Jataúba;PE
2461;João Alfredo;PE
2463;Joaquim Nabuco;PE
2465;Jupi;PE
2467;Jurema;PE
2469;Lagoa do Itaenga;PE
2471;Lagoa do Ouro;PE
2473;Lagoa dos Gatos;PE
2475;Lajedo;PE
2477;Limoeiro;PE
2479;Macaparana;PE
2481;Machados;PE
2483;Maraial;PE
2485;Mirandiba;PE
2487;Moreno;PE
2489;Nazaré da Mata;PE
2491;Olinda;PE
2493;Orobó;PE
2495;Orocó;PE
2497;Ouricuri;PE
2499;Palmares;PE
2501;Palmeirina;PE
2503;Panelas;PE
2505;Paranatama;PE
2507;Parnamirim;PE
2509;Passira;PE
2511;Paudalho;PE
2513;Paulista;PE
2515;Pedra;PE
2517;Pesqueira;PE
2519;Petrolândia;PE
2521;Petrolina;PE
2523;Poção;PE
2525;Pombos;PE
2527;Primavera;PE
2529;Quipapá;PE
2531;Recife;PE
2533;Riacho das Almas;PE
2535;Ribeirão;PE
2537;Rio Formoso;PE
2539;Sairé;PE
2541;Salgadinho;PE
2543;Salgueiro;PE
2545;Saloá;PE
2547;Sanharó;PE
2549;Santa Cruz do Capibaribe;PE
2551;Santa Maria da Boa Vista;PE
2553;Santa Maria do Cambucá;PE
2555;Santa Terezinha;PE
2557;São Benedito do Sul;PE
2559;São Bento do Una;PE
2561;São Caitano;PE
2563;São João;PE
2565;São Joaquim do Monte;PE
2567;São José da Coroa Grande;PE
2569;São José do Belmonte;PE
2571;São José do Egito;PE
2573;São Lourenço da Mata;PE
2575;São Vicente Ferrer;PE
2577;Serra Talhada;PE
2579;Serrita;PE
2581;Sertânia;PE
2583;Sirinhaém;PE
2585;Moreilândia;PE
2587;Solidão;PE
2589;Surubim;PE
2591;Tabira;PE
2593;Tacaimbó;PE
2595;Tacaratu;PE
2597;Itambé;PE
2599;Taquaritinga do Norte;PE
2601;Terezinha;PE
2603;Terra Nova;PE
2605;Timbaúba;PE
2607;Toritama;PE
2609;Tracunhaém;PE
2611;Trindade;PE
2613;Triunfo;PE
2615;Tupanatinga;PE
2617;Tuparetama;PE
2619;Venturosa;PE
2621;Verdejante;PE
2623;Vertentes;PE
2625;Vicência;PE
2627;Vitória de Santo Antão;PE
2629;Camaragibe;PE
2631;Abreu e Lima;PE
2633;Itapissuma;PE
2635;Carnaubeira da Penha;PE
2637;Quixabá;PE
2639;Santa Cruz da Baixa Verde;PE
2641;Paripueira;AL
2643;Estrela de Alagoas;AL
2645;Pariconha;AL
2647;Santana do São Francisco;SE
2649;São José da Lapa;MG
2651;Capitão Andrade;MG
2653;Catuji;MG
2655;Jampruca;MG
2657;Divisópolis;MG
2659;Mata Verde;MG
2661;Palmópolis;MG
2663;Entre Folhas;MG
2665;Ipaba;MG
2667;Santa Bárbara do Leste;MG
2669;Santa Rita de Minas;MG
2671;Ubaporanga;MG
2673;Santana do Paraíso;MG
2675;Durandé;MG
2677;São João do Manhuaçu;MG
2679;São João do Manteninha;MG
2681;Alfredo Vasconcelos;MG
2683;Fervedouro;MG
2685;Carneirinho;MG
2687;Limeira do Oeste;MG
2689;Senador Amaral;MG
2691;Juatuba;MG
2693;Icaraí de Minas;MG
2695;Lontra;MG
2697;Montezuma;MG
2699;Urucuia;MG
2701;Água Branca;AL
2703;Anadia;AL
2705;Arapiraca;AL
2707;Atalaia;AL
2709;Barra de Santo Antônio;AL
2711;Barra de São Miguel;AL
2713;Batalha;AL
2715;Belém;AL
2717;Belo Monte;AL
2719;Boca da Mata;AL
2721;Branquinha;AL
2723;Cacimbinhas;AL
2725;Cajueiro;AL
2727;Campo Alegre;AL
2729;Campo Grande;AL
2731;Canapi;AL
2733;Capela;AL
2735;Carneiros;AL
2737;Chã Preta;AL
2739;Coité do Nóia;AL
2741;Colônia Leopoldina;AL
2743;Coqueiro Seco;AL
2745;Coruripe;AL
2747;Delmiro Gouveia;AL
2749;Dois Riachos;AL
2751;Feira Grande;AL
2753;Feliz Deserto;AL
2755;Flexeiras;AL
2757;Girau do Ponciano;AL
2759;Ibateguara;AL
2761;Igaci;AL
2763;Igreja Nova;AL
2765;Inhapi;AL
2767;Jacaré dos Homens;AL
2769;Jacuípe;AL
2771;Japaratinga;AL
2773;Jaramataia;AL
2775;Joaquim Gomes;AL
2777;Jundiá;AL
2779;Junqueiro;AL
2781;Lagoa da Canoa;AL
2783;Limoeiro de Anadia;AL
2785;Maceió;AL
2787;Major Isidoro;AL
2789;Maragogi;AL
2791;Maravilha;AL
2793;Marechal Deodoro;AL
2795;Maribondo;AL
2797;Mar Vermelho;AL
2799;Mata Grande;AL
2801;Matriz de Camaragibe;AL
2803;Messias;AL
2805;Minador do Negrão;AL
2807;Monteirópolis;AL
2809;Murici;AL
2811;Novo Lino;AL
2813;Olho D'Água das Flores;AL
2815;Olho D'Água do Casado;AL
2817;Olho D'Água Grande;AL
2819;Olivença;AL
2821;Ouro Branco;AL
2823;Palestina;AL
2825;Palmeira dos Índios;AL
2827;Pão de Açúcar;AL
2829;Passo de Camaragibe;AL
2831;Paulo Jacinto;AL
2833;Penedo;AL
2835;Piaçabuçu;AL
2837;Pilar;AL
2839;Pindoba;AL
2841;Piranhas;AL
2843;Poço das Trincheiras;AL
2845;Porto Calvo;AL
2847;Porto de Pedras;AL
2849;Porto Real do Colégio;AL
2851;Quebrangulo;AL
2853;Rio Largo;AL
2855;Roteiro;AL
2857;Santa Luzia do Norte;AL
2859;Santana do Ipanema;AL
2861;Santana do Mundaú;AL
2863;São Brás;AL
2865;São José da Laje;AL
2867;São José da Tapera;AL
2869;São Luís do Quitunde;AL
2871;São Miguel dos Campos;AL
2873;São Miguel dos Milagres;AL
2875;São Sebastião;AL
2877;Satuba;AL
2879;Tanque D'Arca;AL
2881;Taquarana;AL
2883;Traipu;AL
2885;União dos Palmares;AL
2887;Viçosa;AL
2889;Craíbas;AL
2891;Senador Rui Palmeira;AL
2893;Jaíba;MG
2895;Mamonas;MG
2897;Matias Cardoso;MG
2899;Pedras de Maria da Cruz;MG
2901;Riachinho;MG
2903;Araporã;MG
2905;Lagoa Grande;MG
2907;Guapimirim;RJ
2909;Belford Roxo;RJ
2911;Queimados;RJ
2913;Japeri;RJ
2915;Cardoso Moreira;RJ
2917;Varre-Sai;RJ
2919;Aperibé;RJ
2921;Rio das Ostras;RJ
2923;Quatis;RJ
2925;Areal;RJ
2927;Comendador Levy Gasparian;RJ
2929;Marechal Floriano;ES
2931;Irupi;ES
2933;São Domingos do Norte;ES
2935;Vila Pavão;ES
2937;Lourdes;SP
2939;Santo Antônio do Aracanguá;SP
2941;São João de Iracema;SP
2943;Ilha Solteira;SP
2945;Suzanápolis;SP
2947;Canitar;SP
2949;Engenheiro Coelho;SP
2951;Hortolândia;SP
2953;Holambra;SP
2955;Tuiuti;SP
2957;Vargem;SP
2959;Estiva Gerbi;SP
2961;Emilianópolis;SP
2963;Pedrinhas Paulista;SP
2965;Bertioga;SP
2967;Cajati;SP
2969;Ilha Comprida;SP
2971;Ubarana;SP
2973;Zacarias;SP
2975;Elisiário;SP
2977;Marapoama;SP
2979;Novais;SP
2981;Aspásia;SP
2983;Mesópolis;SP
2985;Nova Canaã Paulista;SP
2987;Pontalinda;SP
2989;Parisi;SP
2991;Arapeí;SP
2993;Potim;SP
2995;Alambari;SP
2997;Barra do Chapéu;SP
2999;Campina do Monte Alegre;SP
3001;Fernando de Noronha;PE
3003;Baraúna;RN
